nwikiproject,start_ts,end_ts,tcount
15,1149236429,1157012429,20
15,1157012429,1164788429,21
15,1164788429,1172564429,22
15,1172564429,1180340429,23
15,1180340429,1188116429,24
15,1188116429,1195892429,25
15,1195892429,1203668429,26
15,1203668429,1211444429,27
15,1211444429,1219220429,28
15,1219220429,1226996429,29
15,1226996429,1234772429,30
15,1234772429,1242548429,31
15,1242548429,1250324429,32
15,1250324429,1258100429,33
15,1258100429,1265876429,34
15,1265876429,1273652429,35
15,1273652429,1281428429,36
15,1281428429,1289204429,37
15,1289204429,1296980429,38
15,1296980429,1304756429,39
15,1304756429,1312532429,40
15,1312532429,1320308429,41
15,1320308429,1328084429,42
15,1328084429,1335860429,43
15,1335860429,1343636429,44
15,1343636429,1351412429,45
15,1351412429,1359188429,46
15,1359188429,1366964429,47
15,1366964429,1374740429,48
15,1374740429,1382516429,49
15,1382516429,1390292429,50
15,1390292429,1398068429,51
15,1398068429,1405844429,52
15,1405844429,1413620429,53
15,1413620429,1421396429,54
15,1421396429,1429172429,55
15,1429172429,1433341432,56
16,1001492429,1009268429,1
16,1009268429,1017044429,2
16,1017044429,1024820429,3
16,1024820429,1032596429,4
16,1032596429,1040372429,5
16,1040372429,1048148429,6
16,1048148429,1055924429,7
16,1055924429,1063700429,8
16,1063700429,1071476429,9
16,1071476429,1079252429,10
16,1079252429,1087028429,11
16,1087028429,1094804429,12
16,1094804429,1102580429,13
16,1102580429,1110356429,14
16,1110356429,1118132429,15
16,1118132429,1125908429,16
16,1125908429,1133684429,17
16,1133684429,1141460429,18
16,1141460429,1149236429,19
16,1149236429,1157012429,20
16,1157012429,1164788429,21
16,1164788429,1172564429,22
16,1172564429,1180340429,23
16,1180340429,1188116429,24
16,1188116429,1195892429,25
16,1195892429,1203668429,26
16,1203668429,1211444429,27
16,1211444429,1219220429,28
16,1219220429,1226996429,29
16,1226996429,1234772429,30
16,1234772429,1242548429,31
16,1242548429,1250324429,32
16,1250324429,1258100429,33
16,1258100429,1265876429,34
16,1265876429,1273652429,35
16,1273652429,1281428429,36
16,1281428429,1289204429,37
16,1289204429,1296980429,38
16,1296980429,1304756429,39
16,1304756429,1312532429,40
16,1312532429,1320308429,41
16,1320308429,1328084429,42
16,1328084429,1335860429,43
16,1335860429,1343636429,44
16,1343636429,1351412429,45
16,1351412429,1359188429,46
16,1359188429,1366964429,47
16,1366964429,1374740429,48
16,1374740429,1382516429,49
16,1382516429,1390292429,50
16,1390292429,1398068429,51
16,1398068429,1405844429,52
16,1405844429,1413620429,53
16,1413620429,1421396429,54
16,1421396429,1429172429,55
16,1429172429,1433341432,56
17,1001492429,1009268429,1
17,1009268429,1017044429,2
17,1017044429,1024820429,3
17,1024820429,1032596429,4
17,1032596429,1040372429,5
17,1040372429,1048148429,6
17,1048148429,1055924429,7
17,1055924429,1063700429,8
17,1063700429,1071476429,9
17,1071476429,1079252429,10
17,1079252429,1087028429,11
17,1087028429,1094804429,12
17,1094804429,1102580429,13
17,1102580429,1110356429,14
17,1110356429,1118132429,15
17,1118132429,1125908429,16
17,1125908429,1133684429,17
17,1133684429,1141460429,18
17,1141460429,1149236429,19
17,1149236429,1157012429,20
17,1157012429,1164788429,21
17,1164788429,1172564429,22
17,1172564429,1180340429,23
17,1180340429,1188116429,24
17,1188116429,1195892429,25
17,1195892429,1203668429,26
17,1203668429,1211444429,27
17,1211444429,1219220429,28
17,1219220429,1226996429,29
17,1226996429,1234772429,30
17,1234772429,1242548429,31
17,1242548429,1250324429,32
17,1250324429,1258100429,33
17,1258100429,1265876429,34
17,1265876429,1273652429,35
17,1273652429,1281428429,36
17,1281428429,1289204429,37
17,1289204429,1296980429,38
